age,work_class,education,education_degree,marital_status,job,relationship,race,sex,capital_gain,capital_loss,hours_per_week,birthplace,income
45,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,high
30,Private,Prof-school,15,Widowed,Other-service,Not-in-family,White,Male,0,0,35,United-States,low
17,Private,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,low
22,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,low
25,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,low
40,Private,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,high
18,,10th,6,Never-married,,Own-child,Black,Male,0,0,30,United-States,low
58,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,low
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,low
29,Private,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,30,Jamaica,low
26,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,low
39,Local-gov,Bachelors,13,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,10,Japan,low
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,high
21,,Some-college,10,Never-married,,Own-child,White,Female,0,0,40,United-States,low
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,24,United-States,low
25,Private,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,low
19,,Some-college,10,Never-married,,Own-child,White,Female,0,0,20,United-States,low
44,Private,Some-college,10,Separated,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,low
35,Private,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,40,United-States,low
40,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,low
19,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,low
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Mexico,high
32,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,low
52,Self-emp-not-inc,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,low
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,low
38,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,low
57,State-gov,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,39,United-States,low
22,State-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,low
80,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,8,Canada,low
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,low
40,Private,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,36,United-States,low
36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,low
27,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,low
52,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,low
43,Private,HS-grad,9,Separated,Transport-moving,Unmarried,White,Female,0,0,44,United-States,low
35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,low
29,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,low
27,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,low
24,,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,25,United-States,low
49,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,high
26,Self-emp-not-inc,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,low
47,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,32,United-States,low
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,low
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,low
20,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,low
23,Private,11th,7,Separated,Prof-specialty,Own-child,White,Male,0,0,35,United-States,low
25,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,low
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,36,United-States,low
25,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,low
63,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,32,United-States,low
25,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,low
28,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,low
39,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,high
30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,high
41,Local-gov,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,low
27,Private,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,50,Mexico,low
32,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,low
50,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,low
21,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,30,Nicaragua,low
60,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,low
47,Private,11th,7,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,36,United-States,low
54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,high
32,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,low
61,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,low
36,Local-gov,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,70,United-States,low
38,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,low
59,Private,10th,6,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,low
43,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,low
19,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,10,United-States,low
33,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,low
28,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,low
61,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,low
23,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,low
31,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
38,Self-emp-not-inc,11th,7,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,low
21,Private,9th,5,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,low
22,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,low
53,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,high
40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,24,United-States,high
36,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,high
33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,low
23,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,low
31,Private,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,48,United-States,low
26,Self-emp-not-inc,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,low
32,Private,Bachelors,13,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,60,United-States,high
43,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,high
19,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,low
46,Private,11th,7,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,low
49,Local-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,high
31,Private,10th,6,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,low
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,high
41,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,low
22,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,low
46,Private,Prof-school,15,Separated,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,high
44,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
25,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,low
30,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,low
54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,high
34,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,high
34,,HS-grad,9,Never-married,,Not-in-family,White,Male,0,0,40,United-States,low
27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,low
29,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,low
60,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,high
36,Self-emp-not-inc,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,low
27,Private,Masters,14,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,low
57,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,United-States,low
24,Private,1st-4th,2,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,5,Vietnam,low
63,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,22,United-States,low
29,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,high
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,low
27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,low
31,Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,low
31,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
64,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,United-States,low
20,Private,HS-grad,9,Never-married,Sales,Other-relative,Black,Female,0,0,35,United-States,low
35,Private,11th,7,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,low
41,Local-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,low
38,Private,Some-college,10,Divorced,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,low
21,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,,low
64,State-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,high
31,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany,high
42,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,low
35,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,high
36,Federal-gov,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,high
23,Private,12th,8,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,30,Mexico,low
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,14,United-States,low
26,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,low
40,Private,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,low
19,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States,low
33,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,low
45,Federal-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Columbia,low
29,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,low
46,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,high
48,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,low
38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,low
29,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,low
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
59,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,30,United-States,low
27,Private,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,40,United-States,low
43,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,high
70,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,Cuba,low
30,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,45,United-States,low
24,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,high
76,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,15,United-States,low
25,Private,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0,0,40,Mexico,low
39,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,56,United-States,low
36,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,low
23,Private,12th,8,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,low
60,Private,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,low
20,,Some-college,10,Never-married,,Own-child,Black,Male,0,0,30,United-States,low
54,Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Haiti,high
20,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,low
22,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,low
24,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,low
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
23,Private,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,55,Mexico,low
17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,low
43,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,low
30,Private,Prof-school,15,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,40,,low
38,Federal-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,high
54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,45,United-States,low
39,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,52,United-States,low
24,,Assoc-voc,11,Married-civ-spouse,,Wife,Black,Female,0,0,35,United-States,low
22,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,low
34,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,high
18,Private,10th,6,Never-married,Priv-house-serv,Own-child,Black,Female,0,0,20,United-States,low
20,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,25,United-States,low
53,Federal-gov,HS-grad,9,Divorced,Tech-support,Unmarried,White,Male,0,0,40,United-States,low
32,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,low
68,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,low
28,Private,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,15,United-States,low
28,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,El-Salvador,low
54,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,56,Haiti,high
21,,Some-college,10,Never-married,,Own-child,White,Male,0,0,48,United-States,low
52,Private,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,,low
25,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
30,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,India,high
33,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,32,United-States,low
49,Private,Bachelors,13,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,India,low
58,Private,7th-8th,4,Widowed,Other-service,Not-in-family,Other,Female,0,0,30,United-States,low
45,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,United-States,high
42,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,,low
69,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,high
61,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,low
34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
28,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,low
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,34,United-States,low
31,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
32,Federal-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,low
53,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,low
46,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,low
48,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,high
59,Private,7th-8th,4,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,low
19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,38,United-States,low
40,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,high
63,Self-emp-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,low
44,,Some-college,10,Divorced,,Unmarried,White,Female,0,0,10,Poland,low
46,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,low
22,Private,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,low
57,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,high
58,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,25,United-States,low
25,,Bachelors,13,Never-married,,Not-in-family,Asian-Pac-Islander,Male,0,0,28,Taiwan,low
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,low
29,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Germany,low
42,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,high
43,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,17,United-States,low
46,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,low
43,Local-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,12,United-States,low
40,Private,Assoc-acdm,12,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,United-States,low
43,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,low
48,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,low
26,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,28,United-States,low
30,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,low
43,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,low
53,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,low
74,State-gov,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,16,United-States,low
64,,Some-college,10,Widowed,,Unmarried,White,Female,0,0,8,United-States,low
45,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,high
32,State-gov,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,10,United-States,low
23,,10th,6,Never-married,,Own-child,Black,Female,0,0,40,United-States,low
38,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,high
42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,high
63,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,low
25,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,35,United-States,low
37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,low
28,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy,low
31,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,low
44,Private,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,44,United-States,high
42,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,high
45,Private,Doctorate,16,Separated,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,high
52,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,low
40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,high
26,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,low
55,Private,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,,low
17,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,14,United-States,low
27,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,low
35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,low
17,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,low
26,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States,high
22,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,low
51,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,high
33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
41,Local-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,high
50,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,high
26,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,low
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,low
53,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,high
32,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,high
19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,low
22,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,low
47,Federal-gov,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,high
51,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,high
42,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,high
28,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,low
29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,35,Vietnam,low
50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,high
22,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,low
47,Self-emp-not-inc,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,45,United-States,low
60,Private,Some-college,10,Widowed,Sales,Unmarried,White,Female,0,0,27,United-States,low
58,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,high
62,Private,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,low
47,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,,high
59,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,low
41,Private,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico,low
31,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States,low
18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,low
64,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,low
51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,low
47,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,low
68,Private,Bachelors,13,Widowed,Sales,Not-in-family,White,Male,0,0,35,United-States,high
32,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Other,Female,0,0,40,United-States,low
39,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,43,Mexico,low
37,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,48,United-States,low
29,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,low
44,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,40,United-States,low
46,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,high
